race_name,race_category,age_category,runner_name,time,overall_rank,category_rank
Pata Salada,10K,65-69,Hilda Elena OLIVARRIA,02:12:14,94,2
Pata Salada,10K,65-69,Patricia GOMEZ CEDEÑO,02:35:18,132,3
Pata Salada,10K,65-69,Jose PAULIN ZAMORA,02:42:09,134,4
Pata Salada,10K,65-69,Antonio RAMIREZ,02:52:44,145,5
Pata Salada,10K,70-74,Guillermo GUTIERREZ,02:29:08,121,1
Pata Salada,10K,75-79,Brian JACKSON,02:34:04,131,1
Pata Salada,10K,U18,Alexander CONTRERAS,01:04:36,7,1
Pata Salada,10K,U18,Cris VACA,01:37:01,25,2
Pata Salada,10K,U18,Erick ORTEGA,01:43:09,45,3
Pata Salada,10K,U20,Joshua Nathanael VAZQUEZ EGURE,00:54:59,1,1
Pata Salada,10K,U20,Mauro David ARELLANO SANCHEZ,01:12:38,12,2
Pata Salada,10K,U20,Rodrigo Antonio TORRES PEINADO,01:31:04,22,3
Pata Salada,10K,U20,Jenny VACA,01:39:44,31,4
Pata Salada,10K,U20,Frida Alejandra ESPINO AVELICA,01:40:04,33,5
Pata Salada,10K,U20,Juan Antonio PEREZ ARIAS,01:41:42,37,6
Pata Salada,10K,U20,Rotsen Sayuri VEGA CARMONA,02:04:35,75,7
Pata Salada,10K,U20,Esteban HERRERA AVELAR,02:09:18,85,8
Ereno,20K,20-34,Jose OCHOA,01:40:16,2,1
Ereno,20K,20-34,Ashley BRASOVAN,01:40:48,4,2
Ereno,20K,20-34,Anonymous __anon_946,01:42:42,5,3
Ereno,20K,20-34,Roberto VILLAFAÑA RODRÍGUEZ,02:02:56,9,4
Ereno,20K,20-34,Octavio GARCIA MARTINEZ,02:05:40,11,5
Ereno,20K,20-34,Andrew KARGOL,02:07:35,12,6
Ereno,20K,20-34,Giezi CRUZ GONZALEZ,02:07:53,13,7
Ereno,20K,20-34,Greta UNGER,02:09:36,14,8
Ereno,20K,20-34,Petter HOLLTROE,02:14:18,17,9
Ereno,20K,20-34,Bruno MURILLO,02:15:45,19,10
Ereno,20K,20-34,Miranda CASTILLO FERNANDEZ,02:15:53,20,11
Ereno,20K,20-34,Cesar Alberto MENDEZ BARAJAS,02:16:37,23,12
Ereno,20K,20-34,Maria Nataly MARTINEZ FLORES,02:19:48,24,13
Ereno,20K,20-34,Marisol GONZALEZ,02:20:04,25,14
Ereno,20K,20-34,Ricardo MENDOZA OLIVER,02:23:28,28,15
Ereno,20K,20-34,Edgar Eduardo CARO PANUCO,02:23:31,29,16
Ereno,20K,20-34,Jesus MARCELO GARCIA,02:24:00,30,17
Ereno,20K,20-34,Juan Manuel BARBA GONZALEZ,02:25:35,32,18
Ereno,20K,20-34,Diego TORRES PENA,02:26:02,33,19
Ereno,20K,20-34,Alejandro ESPARZA OLMOS,02:26:45,35,20
Ereno,20K,20-34,Itzel CENTENO,02:29:05,39,21
Ereno,20K,20-34,Santiago RUIZ,02:29:20,40,22
Ereno,20K,20-34,Aurelio DE LA TEJERA,02:29:21,41,23
Ereno,20K,20-34,Ana SUAREZ,02:29:32,43,24
Ereno,20K,20-34,Gabriel OCHOA RAMOS,02:33:46,49,25
Ereno,20K,20-34,Fabien VALADE,02:35:45,53,26
Ereno,20K,20-34,Oscar Javier ORTIZ DOMINGUEZ,02:36:00,56,27
Ereno,20K,20-34,Trey LANHAM,02:40:40,68,28
Ereno,20K,20-34,María Gabriela CHAVES RODRÍGUEZ,02:40:42,69,29
Ereno,20K,20-34,German DE LUNA,02:40:49,70,30
Ereno,20K,20-34,Sergio RODRÍGUEZ,02:40:49,70,30
Ereno,20K,20-34,Erick CHAVEZ,02:41:47,74,32
Ereno,20K,20-34,Ana Sofia ARCE,02:43:28,80,33
Ereno,20K,20-34,Adrian Salvador GARCIA TORRES,02:43:52,82,34
Ereno,20K,20-34,Alejandro RUIZ,02:43:57,83,35
Ereno,20K,20-34,Jacob GERHARDT,02:44:13,85,36
Ereno,20K,20-34,Trevor BROUELETTE,02:44:50,86,37
Ereno,20K,20-34,Ramón De Jesús Jesús GARCÍA MEDINA,02:45:58,90,38
Ereno,20K,20-34,David GONZALEZ,02:46:21,93,39
Ereno,20K,20-34,Adolfo LEON,02:46:36,94,40
Ereno,20K,20-34,Mauricio MARTIN DEL CAMPO GUILLEN,02:47:57,96,41
Ereno,20K,20-34,Luis Daniel HERNANDEZ GÓMEZ,02:48:26,98,42
Ereno,20K,20-34,Mario MENDOZA,02:49:05,100,43
Ereno,20K,20-34,Monica VILLARRUEL,02:49:13,101,44
Ereno,20K,20-34,Victor MORA,02:49:20,102,45
Ereno,20K,20-34,Yoselyn PALMER,02:50:01,103,46
Ereno,20K,20-34,Bautista José DIEZ,02:50:14,105,47
Ereno,20K,20-34,Fernanda CABRERA,02:52:12,108,48
Ereno,20K,20-34,Daniela CHÁVEZ,02:52:31,110,49
Ereno,20K,20-34,Carlos RAMOS,02:53:02,113,50
Ereno,20K,20-34,Daniel AVINA RAMIREZ,02:53:47,117,51
Ereno,20K,20-34,Andrea LARA ANAYA,02:53:51,118,52
Ereno,20K,20-34,Miguel LÓPEZ,02:55:09,120,53
Ereno,20K,20-34,Maria ACEVES,02:57:35,123,54
Ereno,20K,20-34,Aaron Uriel CASTAÑEDA BAUTISTA,02:59:36,129,55
Ereno,20K,20-34,Andres BARAJAS,03:00:48,133,56
Ereno,20K,20-34,Sean UNGER,03:02:38,137,57
Ereno,20K,20-34,Nancy Maricarmen PALOMINO LOZANO,03:03:14,139,58
Ereno,20K,20-34,Ricardo David ÁLVAREZ GARCIA,03:03:25,140,59
Ereno,20K,20-34,Raul Alfonso SANCHEZ CAYO,03:04:01,141,60
Ereno,20K,20-34,Marco Antonio ROCHA MORENO,03:10:09,152,61
Ereno,20K,20-34,Maria Fernanda YAÑEZ AGUILUZ,03:11:03,155,62
Ereno,20K,20-34,Carlos HERRERA,03:11:47,157,63
Ereno,20K,20-34,Antonio ARTURO,03:12:53,159,64
Ereno,20K,20-34,Sergio ESTRADA,03:13:28,161,65
Ereno,20K,20-34,Amber TURNER,03:13:34,162,66
Ereno,20K,20-34,Sofía Del Carmen Carmen GONZÁLEZ MORA,03:13:35,163,67
Ereno,20K,20-34,Maria ESCALZA,03:15:15,167,68
Ereno,20K,20-34,Luis Fernando GARCIA GUZMAN,03:15:53,172,69
Ereno,20K,20-34,Jessica MARTINEZ,03:16:17,175,70
Ereno,20K,20-34,Andrea Monserrat VELAZQUEZ TAFOLLA,03:17:55,178,71
Ereno,20K,20-34,Eva MIRALLES MIRO,03:18:11,179,72
Ereno,20K,20-34,Ana Jenesse ESPARZA JAIME,03:18:42,180,73
Ereno,20K,20-34,Soledad ALONSO DIAZ DEL RIO,03:18:43,181,74
Ereno,20K,20-34,Estefania Miroslava ESQUIVEL VELAZQUEZ,03:18:50,182,75
Ereno,20K,20-34,Tania Angelica NUÑEZ PEREZ,03:19:05,184,76
Ereno,20K,20-34,Samantha NAVA,03:19:44,188,77
Ereno,20K,20-34,Delia Itziar BELAUSTEGUIGOITIA,03:21:05,193,78
Ereno,20K,20-34,Katherine PRADO MARIN,03:21:37,194,79
Ereno,20K,20-34,Sergio Jesus CARBAJAL LOPEZ,03:22:07,196,80
Ereno,20K,20-34,Zaira Janette DE LA CRUZ NAVARRO,03:23:14,198,81
Ereno,20K,20-34,Mirelle Pamela PALMAS,03:24:05,202,82
Ereno,20K,20-34,Rodrigo Ignacio RODRIGUEZ,03:25:25,207,83
Ereno,20K,20-34,Mariana ARENAS,03:25:49,208,84
Ereno,20K,20-34,Karla Jhoana RAMIREZ RODRIGUEZ,03:27:17,210,85
Ereno,20K,20-34,Jarren HUGHES,03:27:58,215,86
Ereno,20K,20-34,Edwin ROMAN,03:28:03,218,87
Ereno,20K,20-34,Dulce Maria AGUILERA REYES,03:30:10,228,88
Ereno,20K,20-34,Jocelyn Nayely HERNANDEZ MARTINEZ,03:32:17,232,89
Ereno,20K,20-34,Koko SADAMOTO,03:34:12,240,90
Ereno,20K,20-34,David TECUATL,03:34:29,242,91
Ereno,20K,20-34,Andrea ACEVES AGUILA,03:35:02,244,92
Ereno,20K,20-34,Gonzalo Alejandro MACIAS HARO,03:35:40,247,93
Ereno,20K,20-34,Ana Karla OLIVEROS BOTELLO,03:35:59,249,94
Ereno,20K,20-34,Angelina De Jesus Jesus FLORES AYALA,03:36:44,253,95
Ereno,20K,20-34,Adrián OROZCO ACUNA,03:38:50,255,96
Ereno,20K,20-34,Juan BARBOZA BALTAZAR,03:40:19,256,97
Ereno,20K,20-34,Nicole PONTO,03:42:24,257,98
Ereno,20K,20-34,Miguel Angel COBOS JASSO,03:45:26,259,99
Ereno,20K,20-34,Adriana Marcela NIÑO ROMERO,03:47:44,260,100
Ereno,20K,20-34,Itzel OROZCO,03:50:39,263,101
Ereno,20K,20-34,Paula NAZAL LABRIN,03:51:34,265,102
Ereno,20K,20-34,Sofia Cristina SUAREZ CAMPOS,03:55:22,270,103
Ereno,20K,20-34,Liliana CESPEDES,03:57:05,276,104
Ereno,20K,20-34,Giovana FERNÁNDEZ,03:57:52,279,105
Ereno,20K,20-34,Melissa REVUELTO HERRERA,03:58:18,280,106
Ereno,20K,20-34,Adhara MENDOZA,04:08:54,287,107
Ereno,20K,20-34,Sandra Vanessa VILLA MAGAÑA,04:09:15,288,108
Ereno,20K,20-34,Nallely AGUILAR,04:11:19,292,109
Ereno,20K,20-34,Maria CHAVEZ,04:12:23,294,110
Ereno,20K,20-34,Chantal Margarita RODRIGUEZ PEREZ,04:12:56,295,111
Ereno,20K,20-34,Julio Alejandro GUZMAN OCHOA,04:13:00,296,112
Ereno,20K,20-34,Max BALZARETTI,04:13:26,298,113
Ereno,20K,20-34,Dulce Maria ROLDAN DE LUNA,04:15:03,299,114
Ereno,20K,20-34,Tania DURAN,04:15:53,300,115
Ereno,20K,20-34,Fabiola AGUILAR,04:27:03,307,116
Ereno,20K,35-39,José Antonio CHAVEZ CEJA,01:39:58,1,1
Ereno,20K,35-39,Hugo Adrian CASTILLO ESTRADA,01:40:47,3,2
Ereno,20K,35-39,María Magdalena BARBA LAZARO,01:43:05,6,3
Ereno,20K,35-39,Kristian ANDRES,01:50:20,8,4
Ereno,20K,35-39,Christopher MONTES,02:11:18,15,5
Ereno,20K,35-39,Carmen PALACIOS,02:20:27,26,6
Ereno,20K,35-39,Adrien ALAGILLE,02:22:02,27,7
Ereno,20K,35-39,Steffany OROZCO MURGA,02:26:17,34,8
Ereno,20K,35-39,Fernando SUAREZ,02:27:44,37,9
Ereno,20K,35-39,Jose Javier CERINO RAMIREZ,02:30:48,44,10
Ereno,20K,35-39,Juan José POLINA,02:34:03,50,11
Ereno,20K,35-39,Jaime NIETO,02:35:49,54,12
Ereno,20K,35-39,Rolu MARTINEZ,02:37:27,60,13
Ereno,20K,35-39,José Luis FONSECA,02:40:26,66,14
Ereno,20K,35-39,Emmanuel SALGUERO,02:43:23,79,15
Ereno,20K,35-39,Karina CRUZ,02:43:49,81,16
Ereno,20K,35-39,Margarita QUICENO,02:44:10,84,17
Ereno,20K,35-39,Marwan Alexander SAAB JUSTO,02:45:27,88,18
Ereno,20K,35-39,Sean VERMILLION,02:45:50,89,19
Ereno,20K,35-39,Julio César ESPARZA LÓPEZ,02:48:54,99,20
Ereno,20K,35-39,Clementina RIOS MEDRANO,02:51:17,106,21
Ereno,20K,35-39,Miriam Esmeralda GUERRERO RIVERA,02:53:44,116,22
Ereno,20K,35-39,Jonathan VILLA,02:54:17,119,23
Ereno,20K,35-39,Anonymous __anon_1063,02:57:21,122,24
Ereno,20K,35-39,Robert BLANCHETTE,02:59:07,127,25
Ereno,20K,35-39,Mauricio FRAUSTO,02:59:44,131,26
Ereno,20K,35-39,Lizbeth Yesenia SANCHEZ ELIZALDE,03:02:19,135,27
Ereno,20K,35-39,Angélica Hanay PELAYO CARRILLO,03:05:02,143,28
Ereno,20K,35-39,Tania HUERTA,03:06:14,146,29
Ereno,20K,35-39,Elizabeth MORENO,03:08:28,147,30
Ereno,20K,35-39,Dace DIMANTE,03:09:09,149,31
Ereno,20K,35-39,Berenice DELGADO,03:15:16,168,32
Ereno,20K,35-39,Luz Andrea VALENZUELA ROSILLO,03:16:12,174,33
Ereno,20K,35-39,Luz JASSO,03:19:20,185,34
Ereno,20K,35-39,Germán FORTUÑO,03:19:34,187,35
Ereno,20K,35-39,Anahi Concepcion SANCHEZ HERNANDEZ,03:20:48,189,36
Ereno,20K,35-39,Joaquin CANUL,03:20:49,190,37
Ereno,20K,35-39,Gilberth MONTERO,03:21:43,195,38
Ereno,20K,35-39,Val ST-ARNAUD,03:22:25,197,39
Ereno,20K,35-39,Dulce Maria AGUIRRE MORENO,03:23:39,199,40
Ereno,20K,35-39,Alejandra RAMOS HERNANDEZ,03:27:55,213,41
Ereno,20K,35-39,Laura Ximena CESPEDES CAMACHO,03:31:37,231,42
Ereno,20K,35-39,Jair HERRERA,03:32:57,236,43
Ereno,20K,35-39,Monserrat YANEZ,03:33:05,237,44
Ereno,20K,35-39,Ruy Abraham UBANDO PRUNEDA,03:33:38,238,45
Ereno,20K,35-39,Koji SADAMOTO,03:34:12,240,46
Ereno,20K,35-39,Elsi PEÑA,03:51:50,266,47
Ereno,20K,35-39,Francisco MENDEZ VALENCIA,03:55:41,272,48
Ereno,20K,35-39,Ernesto LOERA,03:55:41,272,48
Ereno,20K,35-39,Diego GARCIA DE QUEVEDO,03:55:41,272,48
Ereno,20K,40-44,Oscar Ramon LOPEZ DIAZ,02:13:24,16,1
Ereno,20K,40-44,Cuitlahuac RODRIGUEZ GARAY,02:27:25,36,2
Ereno,20K,40-44,Daniel VALENCIA TORRES,02:33:03,47,3
Ereno,20K,40-44,Roxana CISNEROS,02:33:22,48,4
Ereno,20K,40-44,Mónica Guadalupe SANCHEZ CRUZ,02:41:51,76,5
Ereno,20K,40-44,Abraham Israel GONZALEZ URIBE,02:42:26,78,6
Ereno,20K,40-44,Chris PANNEK,02:46:00,91,7
Ereno,20K,40-44,Antonio Benjamin ALCANTAR RAMIREZ,02:46:41,95,8
Ereno,20K,40-44,Charley SMITH,02:47:59,97,9
Ereno,20K,40-44,Francisco CHACON,02:51:25,107,10
Ereno,20K,40-44,Mark DUCEY,02:52:42,111,11
Ereno,20K,40-44,Minerva MAS MENDOZA,02:53:17,114,12
Ereno,20K,40-44,Adriana RUIZ DE ANDA,02:56:16,121,13
Ereno,20K,40-44,Adriana NOVOA,02:59:26,128,14
Ereno,20K,40-44,Cintia Anastasia PAEZ RUIZ,03:02:38,137,15
Ereno,20K,40-44,Álvaro MARQUEZ (Alvaro Alvaro MARQUEZ),03:09:02,148,16
Ereno,20K,40-44,Manish MISTRY,03:09:11,150,17
Ereno,20K,40-44,Cynthia FLORES,03:10:36,153,18
Ereno,20K,40-44,Richard ANGULO,03:13:22,160,19
Ereno,20K,40-44,Mario SANABRIA,03:14:26,164,20
Ereno,20K,40-44,Maria Jose CHAVEZ RIOS,03:15:16,168,21
Ereno,20K,40-44,Sergio ESQUIVEL ARREDONDO,03:15:17,170,22
Ereno,20K,40-44,Sandra Fabiola MAGAÑA JIMENEZ,03:17:24,176,23
Ereno,20K,40-44,Israel GONZALEZ,03:19:27,186,24
Ereno,20K,40-44,Edwin GARCIA,03:21:02,192,25
Ereno,20K,40-44,Roberto Ivan REZA MORENO,03:24:55,205,26
Ereno,20K,40-44,Edna Donaji BALTAZAR CANDELARIO,03:25:24,206,27
Ereno,20K,40-44,Martin CASTAÑEDA SILVA,03:27:38,211,28
Ereno,20K,40-44,Luis Rafael MENDEZ DE LA TORRE,03:27:41,212,29
Ereno,20K,40-44,Cesar AMORA MORA,03:27:56,214,30
Ereno,20K,40-44,Jose De Jesus Jesus SANDOVAL GARCIA,03:28:04,219,31
Ereno,20K,40-44,Israel GONZALEZ,03:28:21,220,32
Ereno,20K,40-44,Juan Pablo GUILLOT OCAMPO,03:28:51,222,33
Ereno,20K,40-44,Rafael MIER DOMINGUEZ,03:32:25,233,34
Ereno,20K,40-44,Juan Gilberto MONCIVAIS SAUCEDO,03:32:40,234,35
Ereno,20K,40-44,Claudia Gisselle HERNANDEZ NAMBO,03:32:51,235,36
Ereno,20K,40-44,Mary CONDRON,03:35:52,248,37
Ereno,20K,40-44,Sammy MIRELES,03:36:34,252,38
Ereno,20K,40-44,Jenny PEREZ,03:44:22,258,39
Ereno,20K,40-44,Jesus FRAUSTO,03:50:34,262,40
Ereno,20K,40-44,Erendira Donaji RAMIREZ HERNANDEZ,03:58:34,282,41
Ereno,20K,40-44,Carmina AGUILAR,04:10:23,290,42
Ereno,20K,40-44,Alejandra Silvia BUSTOS RAMOS,04:16:23,301,43
Ereno,20K,45-49,Mariam Guadalupe CABRERA,02:15:56,21,1
Ereno,20K,45-49,Carlos Arturo CISNEROS DIAZ DE LEÓN,02:29:29,42,2
Ereno,20K,45-49,Carlo Alberto ARECHIGA HERNANDEZ,02:32:35,46,3
Ereno,20K,45-49,George LEWIS,02:38:29,62,4
Ereno,20K,45-49,Eduardo A FELIX A,02:40:38,67,5
Ereno,20K,45-49,Edgar MORENO GONZALEZ,02:41:07,72,6
Ereno,20K,45-49,Conrado MAGAÑA,02:44:56,87,7
Ereno,20K,45-49,Damaris ORTIZ,02:46:07,92,8
Ereno,20K,45-49,Theyadira FLORES SANCHEZ,02:52:13,109,9
Ereno,20K,45-49,Donaji RUIZ,02:57:38,124,10
Ereno,20K,45-49,Santiago GALVAN-VERA,02:57:44,125,11
Ereno,20K,45-49,Georgina Elizabeth CRUZ ROJAS,03:01:49,134,12
Ereno,20K,45-49,Alejandra GUEVARA,03:02:33,136,13
Ereno,20K,45-49,Flor Nelly GUTIERREZ VILLA,03:12:11,158,14
Ereno,20K,45-49,Karla STACK,03:15:54,173,15
Ereno,20K,45-49,Rogelio CORTES,03:24:25,203,16
Ereno,20K,45-49,Andrea CASTILLO MENESES,03:24:32,204,17
Ereno,20K,45-49,Sua BAUTISTA PACHECO,03:26:44,209,18
Ereno,20K,45-49,Jorge GONZALEZ,03:28:00,216,19
Ereno,20K,45-49,Veronica SANCHEZ VERA,03:29:26,226,20
Ereno,20K,45-49,Marie PONS,03:31:13,230,21
Ereno,20K,45-49,Jose Gpe HERNANDEZ SANTAMARIA,03:36:30,251,22
Ereno,20K,45-49,Luis Gabriel JIMENEZ NAVA,03:36:56,254,23
Ereno,20K,45-49,Araceli SERRANO,03:49:28,261,24
Ereno,20K,45-49,Yadira SALAZAR,03:53:43,267,25
Ereno,20K,45-49,Jaqueline MOGUEL SARMIENTO,03:56:12,275,26
Ereno,20K,45-49,Jorge Armando VAZQUEZ LOPEZ,03:57:27,277,27
Ereno,20K,45-49,Marcos Adan VARELA ALONSO,03:58:27,281,28
Ereno,20K,45-49,Jorge Alejandro GONZÁLEZ ESPARZA,04:00:42,284,29
Ereno,20K,45-49,Enrique FARIAS,04:01:37,285,30
Ereno,20K,45-49,Pepe VAZQUEZ,04:05:30,286,31
Ereno,20K,45-49,Carolina Del Carmen Carmen MONTES DE OCA ZEBADÚA,04:10:10,289,32
Ereno,20K,45-49,Maria De Lourdes Lourdes SANCHEZ URBINA,04:11:10,291,33
Ereno,20K,45-49,Julissa PEREZ RUBIO,04:11:27,293,34
Ereno,20K,45-49,Luis Fernando MACIAS,04:18:36,304,35
Ereno,20K,45-49,Catalina CABRERA,04:27:58,308,36
Ereno,20K,50-54,José Antonio DE PABLO,02:02:56,9,1
Ereno,20K,50-54,Angel David HERNANDEZ CERVANTES,02:14:36,18,2
Ereno,20K,50-54,Saul Martin AVILA MARTINEZ,02:16:20,22,3
Ereno,20K,50-54,Brian AHERN,02:27:50,38,4
Ereno,20K,50-54,Jacinto RESENDIZ MARQUEZ,02:34:54,52,5
Ereno,20K,50-54,Denise NELSON,02:36:32,57,6
Ereno,20K,50-54,Omahar Hector VELA AREVALO,02:40:23,65,7
Ereno,20K,50-54,Efrén FLORES,02:41:08,73,8
Ereno,20K,50-54,Luz Elisa LEON LOPEZ,02:42:07,77,9
Ereno,20K,50-54,Javier MORALES SALAZAR,02:50:09,104,10
Ereno,20K,50-54,Marc SIMARD,02:59:39,130,11
Ereno,20K,50-54,Stephen PARKER,03:09:29,151,12
Ereno,20K,50-54,Antonio PLASCENCIA,03:10:38,154,13
Ereno,20K,50-54,Jesús Enrique LEYTE SANABRIA,03:20:49,190,14
Ereno,20K,50-54,Veronica ULLOA AGUILAR,03:23:56,201,15
Ereno,20K,50-54,Myriam CONTRERAS AGUILAR,03:29:04,224,16
Ereno,20K,50-54,Martin TREMBLAY,03:54:03,268,17
Ereno,20K,50-54,Rosa Maria MORENO,03:54:16,269,18
Ereno,20K,50-54,Diego DURAN BUENDIA,03:57:48,278,19
Ereno,20K,50-54,Martin LAPOINTE,04:00:00,283,20
Ereno,20K,50-54,Lorena HERRERA,04:13:17,297,21
Ereno,20K,50-54,Margarita CAMILO PASCUAL,04:23:05,305,22
Ereno,20K,55-59,Todd LYTLE,02:25:32,31,1
Ereno,20K,55-59,Jose Juan ESCAMILLA SALINAS,02:34:14,51,2
Ereno,20K,55-59,Sofia Leticia CERVANTES MONROY,02:39:08,64,3
Ereno,20K,55-59,Francisca GOMEZ MALDONADO,02:53:31,115,4
Ereno,20K,55-59,Alejandro MANCILLA DURAN,02:58:13,126,5
Ereno,20K,55-59,Jose GARCIA RENDON,03:04:04,142,6
Ereno,20K,55-59,Jose Manuel CERINO CASTRO,03:05:06,144,7
Ereno,20K,55-59,Octavio GONZALEZ,03:14:58,166,8
Ereno,20K,55-59,Maria M URIBE,03:17:53,177,9
Ereno,20K,55-59,Edith ORTEGA,03:36:18,250,10
Ereno,20K,55-59,David FLORES CARDONA,03:51:22,264,11
Ereno,20K,55-59,Olivia Antonieta GOMEZ NIETO,04:18:13,303,12
Ereno,20K,60-64,Ricardo MEJIA HERNANDEZ,01:43:37,7,1
Ereno,20K,60-64,Ruben ALVARADO,03:00:43,132,2
Ereno,20K,60-64,Alicia SANTOYO,03:14:57,165,3
Ereno,20K,60-64,Enrique DE LEON QUINTANA,03:23:48,200,4
Ereno,20K,60-64,Jose Manuel AGUIRRE VALDES,03:29:48,227,5
Ereno,20K,60-64,Enrique JIMENEZ SERVIN,03:33:39,239,6
Ereno,20K,60-64,Maria AGUILA AGUIRRE,03:35:02,244,7
Ereno,20K,60-64,Bret GRIFFIN,03:35:20,246,8
Ereno,20K,60-64,Alejandro CLAVIJO RODRIGUEZ,04:16:36,302,9
Ereno,20K,65-69,Bertha Estela SANCHEZ PALACIOS,02:37:25,59,1
Ereno,20K,65-69,Gerardo Javier BARAJAS GONZALEZ,02:39:00,63,2
Ereno,20K,65-69,Adelina HERRERA,03:30:36,229,3
Ereno,20K,65-69,Ana Maria GRANADOS RONQUILLO,03:55:22,270,4
Ereno,20K,65-69,Luis Fernando VAZQUEZ BAYOD,04:23:48,306,5
Ereno,20K,70-74,Deb WILDING,03:28:02,217,1
Ereno,20K,70-74,Jose VAZQUEZ BAYOD,03:34:48,243,2
Ereno,20K,U18,Nicolás MARIONA GONZÁLEZ,02:35:58,55,1
Ereno,20K,U18,Victoria DE LOS RIOS VALLADARES,02:41:47,74,2
Ereno,20K,U18,Jose Luis ORTEGA CASTRO,02:52:56,112,3
Ereno,20K,U18,Erick GARCIA EUYOQUE,03:11:15,156,4
Ereno,20K,U18,Esteban ARMINIO,03:15:45,171,5
Ereno,20K,U18,Eugenia CABRERA,03:29:19,225,6
Ereno,20K,U20,Mariana GONZALEZ,02:31:33,45,1
Ereno,20K,U20,Luis Daniel BUCIO MAGDALENO,02:37:14,58,2
Ereno,20K,U20,Anonymous __anon_1002,02:38:22,61,3
Ereno,20K,U20,Irving Johany JIMÉNEZ TORRES,03:05:49,145,4
Ereno,20K,U20,Enrique Luciano MENDOZA RUVALCABA,03:28:41,221,5
Ereno,20K,U20,Diego PÉREZ CABRERA,03:28:55,223,6
Haramara,33K,20-34,Abraham HERNANDEZ,03:01:56,1,1
Haramara,33K,20-34,Jhoan Sebastian RIVERA ALAPE,03:26:26,2,2
Haramara,33K,20-34,Francisco Axel CORONA CARRETERO,03:46:08,3,3
Haramara,33K,20-34,Jonatan Uriel MENDIETA CASTILLO,03:57:43,4,4
Haramara,33K,20-34,Frida CERVANTES,04:04:47,6,5
Haramara,33K,20-34,Emilie MANN,04:06:02,7,6
Haramara,33K,20-34,Luis Arturo VALENZUELA GRIJALVA,04:06:18,8,7
Haramara,33K,20-34,Denisse SANCHEZ,04:06:22,9,8
Haramara,33K,20-34,Andres ORDONEZ,04:06:37,10,9
Haramara,33K,20-34,Nayeli DE LA TORRE,04:06:47,11,10
Haramara,33K,20-34,Yeni Paola MORALES PULIDO,04:15:14,13,11
Haramara,33K,20-34,Chip JACKSON,04:26:13,15,12
Haramara,33K,20-34,David BRU,04:38:18,22,13
Haramara,33K,20-34,Marigel BARAJAS,04:39:29,23,14
Haramara,33K,20-34,Fenella SCUTT,04:42:42,25,15
Haramara,33K,20-34,Paula RODRIGUEZ,04:42:58,26,16
Haramara,33K,20-34,Carina GUADALUPE,04:42:58,26,16
Haramara,33K,20-34,Diego MURILLO CASTELLANOS,04:43:27,28,18
Haramara,33K,20-34,Maria Emilce GIMENEZ GIRELLI,04:43:55,29,19
Haramara,33K,20-34,Juan Jorge ANAYA PENA,04:45:46,31,20
Haramara,33K,20-34,Marisa OTT,04:46:33,32,21
Haramara,33K,20-34,Laura Gabriela SANCHEZ REAL,04:48:53,35,22
Haramara,33K,20-34,Mauricio HERNANDEZ REYES,04:59:01,38,23
Haramara,33K,20-34,Alan CARZOLIO,04:59:50,40,24
Haramara,33K,20-34,Juan Luis GRAJEDA,05:00:57,42,25
Haramara,33K,20-34,Imanol GARCIA URTIAGA,05:03:28,44,26
Haramara,33K,20-34,Yoselinne CHAVEZ,05:05:19,45,27
Haramara,33K,20-34,Juan Adrian ARIAS BAUTISTA,05:09:21,46,28
Haramara,33K,20-34,Fernanda SANCHEZ,05:10:50,47,29
Haramara,33K,20-34,Victor MARTINEZ,05:13:33,49,30
Haramara,33K,20-34,Jesus Miguel ESPARZA,05:14:05,50,31
Haramara,33K,20-34,Fedro Nathanael GÓMEZ GARCÍA,05:14:11,51,32
Haramara,33K,20-34,Estefanny FELIX,05:14:34,53,33
Haramara,33K,20-34,Clara PI CREIXELL,05:16:03,55,34
Haramara,33K,20-34,Agusti BARTRA-GUAL-DE TORRELLA,05:16:03,55,34
Haramara,33K,20-34,Sofía HERNANDEZ,05:17:32,57,36
Haramara,33K,20-34,Francisco CARBAJAL,05:17:42,58,37
Haramara,33K,20-34,Mariana GONZALEZ,05:17:59,59,38
Haramara,33K,20-34,Sergio COBIAN BAUTISTA,05:18:08,60,39
Haramara,33K,20-34,Caitlin SCHMIDT,05:22:48,64,40
Haramara,33K,20-34,Luis CARCOBA,05:23:30,65,41
Haramara,33K,20-34,Dominik WYSER,05:29:50,69,42
Haramara,33K,20-34,Ariel SÁNCHEZ CRUZ,05:29:59,71,43
Haramara,33K,20-34,Yoel Sebastian JIMENEZ RODRIGUEZ,05:30:41,72,44
Haramara,33K,20-34,Javier SALAS,05:32:51,74,45
Haramara,33K,20-34,Benjamin BARRERA DEL CAMPO OLAVARRIETA,05:34:35,75,46
Haramara,33K,20-34,Tania Areli OCHOA REYES,05:34:57,76,47
Haramara,33K,20-34,Nancy PLATA HERNÁNDEZ,05:38:29,78,48
Haramara,33K,20-34,Aldo Daniel GARCIA RIVERA,05:39:38,81,49
Haramara,33K,20-34,Fernanda SEGURA,05:39:39,82,50
Haramara,33K,20-34,Marc KALIPÄUS,05:40:10,83,51
Haramara,33K,20-34,Alejandro BECERRA PIMIENTA,05:42:43,85,52
