race_name,race_category,age_category,runner_name,time,overall_rank,category_rank
Nakawé,50K,35-39,Matthias PANOSCHA,10:44:41,208,40
Nakawé,50K,35-39,Evelyn VARGAS MADRIGAL,10:53:17,218,41
Nakawé,50K,35-39,Claudia Elizabeth MONTIEL SOLANO,10:56:26,223,42
Nakawé,50K,35-39,Jose BACA MARTÍNEZ,10:57:31,224,43
Nakawé,50K,35-39,Abner HERNÁNDEZ,10:59:34,230,44
Nakawé,50K,35-39,Marie-Claude VIAU,11:04:21,234,45
Nakawé,50K,35-39,Moises NUNEZ,11:07:49,239,46
Nakawé,50K,35-39,Fernando RAMIREZ,11:09:54,247,47
Nakawé,50K,35-39,Felix Asael ZAMUDIO SAVINON,11:10:07,248,48
Nakawé,50K,35-39,Daniel ISAAK,11:30:20,263,49
Nakawé,50K,35-39,Sarah-Maude FORGET,11:34:09,269,50
Nakawé,50K,35-39,Luis Alfredo GONZALEZ DURAN,11:43:45,277,51
Nakawé,50K,35-39,Hugo Roberto AVILA RIVERA,12:03:07,294,52
Nakawé,50K,35-39,Paul ANTOSZ,12:18:45,311,53
Nakawé,50K,35-39,Joaquin Adrian SALAZAR OLGUIN,12:44:15,329,54
Nakawé,50K,35-39,Gerardo MAGANA,12:53:01,337,55
Nakawé,50K,40-44,Joren TITUS,05:20:40,1,1
Nakawé,50K,40-44,Emerson TRUJILLO FLORES,05:25:54,2,2
Nakawé,50K,40-44,David CLARK,06:07:19,10,3
Nakawé,50K,40-44,Greg CRUICKSHANK,06:44:15,18,4
Nakawé,50K,40-44,René REYES,07:37:46,34,5
Nakawé,50K,40-44,Ricardo GAONA ROJAS,07:46:06,37,6
Nakawé,50K,40-44,Sebastien TREMBLAY,07:47:11,38,7
Nakawé,50K,40-44,Francis HURTUBISE,08:02:20,50,8
Nakawé,50K,40-44,Luca LONARDI,08:03:17,51,9
Nakawé,50K,40-44,Everardo ÁLVAREZ MORALES,08:33:19,72,10
Nakawé,50K,40-44,Mariela SILVA,08:34:10,74,11
Nakawé,50K,40-44,Jorge DEZA LEON,08:40:50,81,12
Nakawé,50K,40-44,Benoit ROQUES,08:41:26,82,13
Nakawé,50K,40-44,Diego CHAVEZ,08:55:03,93,14
Nakawé,50K,40-44,Catherine ROY-CARDIN,08:56:07,96,15
Nakawé,50K,40-44,Karine BROUSSEAU,08:56:07,96,15
Nakawé,50K,40-44,Pedro Samuel CORTEZ ORTIZ,09:03:50,109,17
Nakawé,50K,40-44,Marco Antonio GATICA FIGUEROA,09:11:23,114,18
Nakawé,50K,40-44,Virginia MOLINA,09:19:18,124,19
Nakawé,50K,40-44,Jorge ALVAREZ,09:20:42,125,20
Nakawé,50K,40-44,Pamella FALLEIROS,09:21:46,127,21
Nakawé,50K,40-44,Juan Pablo MONTOYA EUSSE,09:34:50,144,22
Nakawé,50K,40-44,Christian GARCÍA-HERNÁNDEZ,09:38:19,148,23
Nakawé,50K,40-44,Hazael MORALES FLORES,09:59:03,160,24
Nakawé,50K,40-44,John BALLAY,10:11:49,168,25
Nakawé,50K,40-44,Chase BOLDING,10:11:50,169,26
Nakawé,50K,40-44,Mireya SALINAS ESQUIVEL,10:14:45,173,27
Nakawé,50K,40-44,Yolanda JAIME SOTO,10:15:37,175,28
Nakawé,50K,40-44,Israel DIAZ MUNGUIA,10:15:48,178,29
Nakawé,50K,40-44,Rodrigo-Ariel ARIETTI,10:15:57,179,30
Nakawé,50K,40-44,Elsie TORRESAN,10:23:03,189,31
Nakawé,50K,40-44,Carmen Elena ORTIZ SOLARTE,10:24:24,191,32
Nakawé,50K,40-44,Sergio De J GARCÍA,10:30:29,195,33
Nakawé,50K,40-44,Jose Samuel AVINA RIVERA,10:34:29,199,34
Nakawé,50K,40-44,Silvia Esmeralda ALONZO,10:35:52,201,35
Nakawé,50K,40-44,Yanet CIENEGA GUZMÁN,10:37:37,203,36
Nakawé,50K,40-44,Abraham GONZALEZ MENDOZA,10:48:48,214,37
Nakawé,50K,40-44,Adriana CASTAÑEDA,10:57:31,224,38
Nakawé,50K,40-44,Valdireni MEDEIROS,10:58:12,227,39
Nakawé,50K,40-44,Michel CUENCA,11:04:54,236,40
Nakawé,50K,40-44,Rodolfo DIAZ ZUÑIGA,11:16:05,254,41
Nakawé,50K,40-44,Alfredo GONZALEZ,11:18:12,255,42
Nakawé,50K,40-44,Karla Denise HERNÁNDEZ,11:21:29,259,43
Nakawé,50K,40-44,Ben BARRERA,11:31:52,265,44
Nakawé,50K,40-44,Israel CARBALLO MONTAÑO,11:35:02,270,45
Nakawé,50K,40-44,Luis Hever RUIZ VARGAS,11:45:03,280,46
Nakawé,50K,40-44,Marcelo Abrahan PEREZ SANCHEZ,11:49:51,282,47
Nakawé,50K,40-44,Luis VILLALPANDO,11:57:46,289,48
Nakawé,50K,40-44,Alexander GABER,12:08:40,299,49
Nakawé,50K,40-44,Vladimir Ivan NAVARRO VELAZQUEZ,12:12:48,302,50
Nakawé,50K,40-44,Carlos VALENZUELA,12:40:36,327,51
Nakawé,50K,40-44,Jorge ROMERO PAULIN,13:35:32,344,52
Nakawé,50K,45-49,Daniel CASTORENA BORJON,07:23:12,28,1
Nakawé,50K,45-49,Robert ACKART,07:50:24,41,2
Nakawé,50K,45-49,Mario Alberto JIMENEZ NAVA,07:58:48,47,3
Nakawé,50K,45-49,Eduardo VIDAURRAZAGA,08:09:54,59,4
Nakawé,50K,45-49,Gloria RAMOS CASTILLO,08:21:11,65,5
Nakawé,50K,45-49,Joel ABUNDIS,08:23:53,66,6
Nakawé,50K,45-49,Pierre BUHOT LAUNAY,08:34:53,76,7
Nakawé,50K,45-49,Miguel Alfredo ZAMORA LOPEZ,08:43:32,84,8
Nakawé,50K,45-49,Ryan GARBER,09:14:57,119,9
Nakawé,50K,45-49,Shawn BUSSERT,09:25:49,131,10
Nakawé,50K,45-49,John GONZALES,09:39:30,150,11
Nakawé,50K,45-49,Federico ARRIZABALAGA,09:49:04,152,12
Nakawé,50K,45-49,Walter VEGA,09:50:01,153,13
Nakawé,50K,45-49,Hilda Lorena ROMO GUERRA,10:17:59,182,14
Nakawé,50K,45-49,Alexandre HAGAN,10:18:21,184,15
Nakawé,50K,45-49,Jesus Federico RIVERA CANTERO,10:18:37,185,16
Nakawé,50K,45-49,Raúl SÁNCHEZ,10:20:30,186,17
Nakawé,50K,45-49,Jose Fernando TORRES OSUNA,10:31:44,196,18
Nakawé,50K,45-49,Fawn HOLLAND,10:37:10,202,19
Nakawé,50K,45-49,Guillermo JUÁREZ OLIVARES,10:48:31,213,20
Nakawé,50K,45-49,Carlos Alberto MORA DONJUÁN,11:03:08,232,21
Nakawé,50K,45-49,Oscar ROJAS MUNGUIA,11:04:01,233,22
Nakawé,50K,45-49,José Carlos REQUENA,11:06:47,238,23
Nakawé,50K,45-49,Kenny Alicia ESTEFANIA TELLO,11:09:44,246,24
Nakawé,50K,45-49,Francisco MENDEZ,11:11:08,250,25
Nakawé,50K,45-49,Loraine MONTAÑO CORRAL,11:12:47,251,26
Nakawé,50K,45-49,Camilo Ernesto BECERRA ESPITIA,11:21:02,257,27
Nakawé,50K,45-49,Kinza BARNEY,11:39:12,276,28
Nakawé,50K,45-49,Hugo Jacob LARIOS GUERRERO,11:45:59,281,29
Nakawé,50K,45-49,Lucia MORENO CUBIDES,11:52:36,285,30
Nakawé,50K,45-49,Greivin CUBILLO,11:53:03,286,31
Nakawé,50K,45-49,Manuel ALVAREZ,11:55:18,288,32
Nakawé,50K,45-49,Fausto TORRES,12:06:35,297,33
Nakawé,50K,45-49,José HERRERA,12:07:29,298,34
Nakawé,50K,45-49,Jacqueline Francis GONZALEZ SANDOVAL,12:16:05,306,35
Nakawé,50K,45-49,Julio Cesar LOPEZ MAGAÑA,12:16:06,307,36
Nakawé,50K,45-49,Daniel JUMP,12:17:19,309,37
Nakawé,50K,45-49,Jeffrey RODRIGUEZ,12:18:44,310,38
Nakawé,50K,45-49,Raul Augusto ALARCON SIERRALTA,12:39:51,325,39
Nakawé,50K,45-49,Nayelli ORTIZ PEREZ,13:03:16,340,40
Nakawé,50K,50-54,Kerrie WLAD,07:57:58,46,1
Nakawé,50K,50-54,Sergio OCHOA BARAJAS,07:58:48,47,2
Nakawé,50K,50-54,Jacobo MORENO-MORA,08:05:44,56,3
Nakawé,50K,50-54,Pete WALLSTROM,08:11:30,60,4
Nakawé,50K,50-54,William HAMPTON,08:29:28,69,5
Nakawé,50K,50-54,Jose Gabriel AVILA COVARRUBIAS,08:53:47,90,6
Nakawé,50K,50-54,Juan Simon BUSTAMANTE,08:54:23,91,7
Nakawé,50K,50-54,Jose AVILA,09:06:54,111,8
Nakawé,50K,50-54,Laurent DUVILLIER,10:14:06,172,9
Nakawé,50K,50-54,Victor KOKTA,10:17:27,181,10
Nakawé,50K,50-54,Alejandro REBOLLAR,10:24:18,190,11
Nakawé,50K,50-54,Jesus Alberto YAÑEZ MUÑOZ,10:44:51,209,12
Nakawé,50K,50-54,Edgar ENRÍQUEZ,10:49:24,215,13
Nakawé,50K,50-54,Julianne WHITELAW,10:50:01,216,14
Nakawé,50K,50-54,Scott KLETTKE,10:50:01,216,14
Nakawé,50K,50-54,Leonardo CAPACHO,10:58:24,229,16
Nakawé,50K,50-54,Patricia ROJAS MUNGUIA,11:05:48,237,17
Nakawé,50K,50-54,Anonymous __anon_528,11:08:30,242,18
Nakawé,50K,50-54,Daniel CUEVA MARTINEZ,11:09:11,245,19
Nakawé,50K,50-54,Andrés MACIAS,11:14:47,253,20
Nakawé,50K,50-54,Hernan SANCHEZ GALGUERA,11:19:58,256,21
Nakawé,50K,50-54,Lizbeth ESPINOSA,11:32:50,268,22
Nakawé,50K,50-54,Sara ROCHA,12:00:19,291,23
Nakawé,50K,50-54,Rubén PÉREZ BAÉZ,12:05:19,295,24
Nakawé,50K,50-54,Pablo REYES CRUZ,12:28:13,317,25
Nakawé,50K,50-54,Daniel NUNEZ,12:34:08,320,26
Nakawé,50K,50-54,Dylan HOBSON,12:34:55,321,27
Nakawé,50K,50-54,Vladimir GUSIATNIKOV,12:41:49,328,28
Nakawé,50K,50-54,Verónica GAMBOA SANCHEZ,12:46:18,331,29
Nakawé,50K,50-54,Flavio REYNOSO,12:53:35,338,30
Nakawé,50K,50-54,Cristina DELGADO,12:54:23,339,31
Nakawé,50K,55-59,Maria-Clara SERINO,09:21:10,126,1
Nakawé,50K,55-59,Catalina GALINDO RODRIGUEZ,11:04:51,235,2
Nakawé,50K,55-59,Guillermo CAMPILLO,11:08:30,242,3
Nakawé,50K,55-59,Juan Carlos MARTINEZ SANTANA,11:54:55,287,4
Nakawé,50K,55-59,Fabian Adrian QUINTEROS,12:19:34,312,5
Nakawé,50K,55-59,David KORNMANN,12:21:54,313,6
Nakawé,50K,55-59,Roberto CALDERON,12:26:11,314,7
Nakawé,50K,55-59,David SADORF,12:36:18,322,8
Nakawé,50K,55-59,Adalberto GONZALEZ,12:44:32,330,9
Nakawé,50K,55-59,Cesar ALVARADO,13:03:44,342,10
Nakawé,50K,60-64,Efren VALE CUEN,09:22:37,129,1
Nakawé,50K,60-64,Walter CAMPOS,10:15:38,177,2
Nakawé,50K,60-64,Timothy BARTON,10:26:29,192,3
Nakawé,50K,60-64,Max Francisco DELGADO ESPINOZA,10:27:24,193,4
Nakawé,50K,60-64,John DALY,10:54:24,220,5
Nakawé,50K,60-64,Carlos MEZA,11:08:53,244,6
Nakawé,50K,60-64,Jose Eduardo RUBIO GOMEZ,11:21:15,258,7
Nakawé,50K,60-64,Valeria PETRAY,12:02:38,293,8
Nakawé,50K,60-64,David SANCHEZ,12:12:31,301,9
Nakawé,50K,60-64,Eduardo GRAFF,12:40:23,326,10
Nakawé,50K,65-69,Florencio Arturo PORTILLO PONCE,09:45:48,151,1
Nakawé,50K,65-69,Mario VILLAGRAN,10:33:55,198,2
Nakawé,50K,U20,Eleuterio PARRA HERRERA,06:49:58,19,1
Nakawé,50K,U20,Eder Alan LEÓN VELAZQUEZ,07:24:49,29,2
Nakawé,50K,U20,María Paula CALDERON,12:26:11,314,3
